reading_order,kind,page_num,pdf_x0,pdf_y0,pdf_x1,pdf_y1,img_x0,img_y0,img_x1,img_y1,content
287,text,6,36.0,685.5,573.65,695.5,75,201,1195,221,"tracked vehicles are up, reflecting the heightened threat environment. In addition to several new combat vehicle starts, we are working"
288,text,6,36.0,673.5,295.12,683.5,75,226,614,246,closely with the U.S. Army to accelerate Abrams modernization.
289,text,6,36.0,653.5,563.14,663.5,75,267,1173,288,"In the U.S., we are rapidly increasing munitions capacity and production with the opening of our projectile facility in Texas and our"
290,text,6,36.0,641.5,533.7,651.5,75,292,1111,313,"load and assembly and pack facility in Arkansas. All in all, Combat had a solid quarter and is off to a good start for the year."
291,text,6,36.0,621.5,575.64,631.5,75,334,1199,355,"Turning to Marine Systems. Once again, our shipbuilding units are demonstrating impressive revenue growth. Let me repeat the recent"
292,text,6,36.0,609.5,568.56,619.5,75,359,1184,380,history that I gave you this time last year with respect to growth in this decade. The first quarter of 2020 was up 9.1% against Q1 '19.
293,text,6,36.0,597.5,574.22,607.5,75,384,1196,405,And Q1 '21 was up 10.6% over Q1 '20. Q1 '22 was up 6.8% over Q1 '21. Q1 '23 was up 12.9% over Q1 '22. In Q1 2024 was up 11.3%
294,text,6,36.0,585.5,574.5,595.5,75,409,1196,430,"over Q1 '23. And finally, this quarter is up 7.7% over Q1 '24. This is a really nice rate of growth for the shipyards and the repair yards."
295,text,6,36.0,565.5,572.71,575.5,75,451,1193,471,This growth has come at significant costs for facilities and significant increase in hiring. The good news is we've been able to hire and
296,text,6,36.0,553.5,562.43,563.5,75,476,1171,496,train the people we require to support our growth. This particular quarter's growth was driven by Columbia-class and Virginia-class
297,text,6,36.0,541.5,276.23,551.5,75,501,575,521,construction as well as an increase in DDG-51 construction.
298,text,6,36.0,521.5,553.26,531.5,75,542,1152,563,"Operating earnings are $250 million in the quarter, up 7.8% from the year ago quarter. Operating margin is identical to last year's"
299,text,6,36.0,509.5,574.48,519.5,75,567,1196,588,"quarter. We have struggled to achieve operating leverage to go with our rapid revenue growth, but operating earnings have grown on a"
300,text,6,36.0,497.5,131.55,507.5,75,592,274,613,consistent basis as well.
301,text,6,36.0,477.5,555.93,487.5,75,634,1158,655,We continue to be impacted by delays and quality problems in the supply chain. Material and parts are late and sometimes exhibit
302,text,6,36.0,465.5,569.78,475.5,75,659,1187,680,"quality escapes and new shipbuilders continue to come down learning curves. We have more work to do, but we have made progress."
303,text,6,36.0,445.5,552.59,455.5,75,701,1151,721,"In addition, one of the unions, the draftsmen, a largely white collar union that converts engineering specs to drawing has voted to"
304,text,6,36.0,433.5,552.59,443.5,75,726,1151,746,authorize the strike. We are working closely with the Navy and the new administration to continue to address the problems in the
305,text,6,36.0,421.5,569.27,431.5,75,751,1185,771,supply chain and look for opportunities to improve throughput and performance at the shipyard. The growth profile continues to look
306,text,6,36.0,409.5,561.5,419.5,75,776,1169,796,strong and demand has not abated. Our job is to continue to improve ourselves and to help the industrial base gets stronger with the
307,text,6,36.0,397.5,131.54,407.5,75,801,274,821,help of the government.
308,text,6,36.0,377.5,575.06,387.5,75,842,1198,863,The Technologies group had a strong start to the year with revenue of $3.43 billion. This was an increase of 6.8% over the first quarter
309,text,6,36.0,365.5,523.48,375.5,75,867,1090,888,"of 2024. Both businesses contributed to the growth in the quarter with GDIT up 9%; and Mission Systems, up almost 2%."
310,text,6,36.0,345.5,560.92,355.5,75,909,1168,930,Operating earnings of $328 million were up 11.2% over the year ago quarter on a 40 basis point improvement in operating margins
311,text,6,36.0,333.5,575.07,343.5,75,934,1198,955,"from 9.2% to 9.6%. The operating margin improvement is encouraging given the top line shift toward IT services, which carry a lower"
312,text,6,36.0,321.5,562.59,331.5,75,959,1172,980,margin than the defense electronics side of the portfolio. This reflects strong performance at Mission Systems as the transition from
313,text,6,36.0,309.5,218.18,319.5,75,984,454,1005,legacy programs to new franchises continues.
314,text,6,36.0,289.5,555.5,299.5,75,1026,1157,1046,The group's order activity was also encouraging with a book-to-bill of 1.1x for the quarter and trailing 12 months even against the
315,text,6,36.0,277.5,541.6,287.5,75,1051,1128,1071,"strong revenue growth. As a result, the group's backlog is up 7% from a year ago, and their total estimated contract value is up"
316,text,6,36.0,265.5,560.37,275.5,75,1076,1167,1096,"more than 10% over the same period. Their focus on advanced technology enabling autonomous platforms, smart munition, subsea"
317,text,6,36.0,253.5,560.32,263.5,75,1101,1167,1121,"warfare, and strategic deterrence as well as advanced AI, cloud, cyber, 5G, and quantum solutions is driving demand for the group."
318,text,6,36.0,241.5,556.47,251.5,75,1126,1159,1146,"Their pipeline of qualified opportunities remain strong at $120 billion, and their win and capture rates in the 80% range reflect the"
319,text,6,36.0,229.5,242.22,239.5,75,1151,504,1171,compelling value they're providing their customers.
320,text,6,36.0,209.5,545.91,219.5,75,1192,1137,1213,"While this year is off to a strong start, a significant amount of uncertainty hangs over the market, particularly on the IT services"
321,text,6,36.0,197.5,552.06,207.5,75,1217,1150,1238,"side of the business as the administration establishes its own spending priorities. That said, our team has a great understanding of"
322,text,6,36.0,185.5,554.13,195.5,75,1242,1154,1263,the government's emerging technology needs and is committed to innovating to solve the toughest technical challenges across the
323,text,6,36.0,173.5,233.74,183.5,75,1267,486,1288,government at the best return for their customers.
324,text,6,36.0,153.5,562.68,163.5,75,1309,1172,1330,"As you know, we never update guidance at this time of the year. Apart from what I've already said about Aerospace, I will continue"
325,text,6,36.0,141.5,481.88,151.5,75,1334,1003,1355,"with that practice. There is, however, no hiding from this quarter's performance and its implication for the year."
326,text,6,36.0,121.5,558.4,131.5,75,1376,1163,1396,Let me speak to tariffs for a moment. We cannot yet discern to what extent the defense businesses will be impacted over time. The
327,text,6,36.0,109.5,519.23,119.5,75,1401,1081,1421,"more potentially impactful problem is in aerospace, where we are a significant net provider of export revenue to the U.S."
328,text,6,36.0,89.5,573.15,99.5,75,1442,1194,1463,"We do not know the scope and breadth of the tariff issue at the moment and will not for a while. Accordingly, anything I might say on"
329,text,6,36.0,77.5,562.6,87.5,75,1467,1172,1488,"that subject will be sheer speculation. So I do not intend to answer questions on the subject of tariffs, because anything I say on that"
330,text,6,36.0,65.5,573.69,75.5,75,1492,1195,1513,"subject, given our lack of firm and knowledge will almost certainly be wrong. Rest assured that we are working with the related issues"
331,text,6,36.0,53.5,76.84,63.5,75,1517,160,1538,diligently.
332,text,6,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
333,text,6,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
334,text,6,569.61,29.36,576.0,38.36,1186,1570,1200,1588,6
284,line,6,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
335,text,7,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
337,text,7,36.0,709.5,461.21,719.5,75,151,960,171,"This concludes my remarks about a good quarter, and let me turn the call back to Nicole to take questions."
338,text,7,36.0,688.04,119.24,698.04,75,195,248,216,Nicole M. Shelton
339,text,7,36.0,677.34,194.11,687.34,75,218,404,238,Vice President of Investor Relations
340,text,7,36.0,659.09,205.41,669.09,75,256,427,276,"Thank you, Phebe. [Operator Instructions]"
341,text,7,36.0,647.09,321.77,657.09,75,281,670,301,"Operator, could you please remind participants how to enter the queue?"
342,text,7,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
343,text,7,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
344,text,7,569.61,29.36,576.0,38.36,1186,1570,1200,1588,7
336,line,7,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
345,text,8,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
347,text,8,36.0,692.58,282.46,716.58,75,157,588,207,Question and Answer
348,text,8,36.0,667.69,78.2,677.69,75,238,162,258,Operator
349,text,8,36.0,649.93,369.83,659.93,75,275,770,295,[Operator Instructions]. We will take our first question from Peter Arment at Baird.
350,text,8,36.0,628.47,109.86,638.47,75,319,228,340,Peter J. Arment
351,text,8,36.0,617.77,279.44,627.77,75,342,582,362,"Robert W. Baird & Co. Incorporated, Research Division"
352,text,8,36.0,599.52,550.81,609.52,75,380,1147,401,"Nice results. Phebe, maybe just given in the spirit of everything that's going on, Technology segment had a really good bookings"
353,text,8,36.0,587.52,573.19,597.52,75,405,1194,426,"quarter, kind of bucking the trend of the industry. Maybe could you talk a little bit about, I guess, any visibility or any discussions that"
354,text,8,36.0,575.52,564.01,585.52,75,430,1175,451,GD is supporting kind of the GSA and their efforts and just how are things looking from a bookings and a cost savings environment
355,text,8,36.0,563.52,164.04,573.52,75,455,341,476,with the current administration?
356,text,8,36.0,542.06,131.5,552.06,75,499,273,520,Phebe N. Novakovic
357,text,8,36.0,531.36,124.31,541.36,75,522,258,543,Chairperson & CEO
358,text,8,36.0,513.11,566.35,523.11,75,560,1179,581,"Yes, Peter, that's a good question. I asked Jason to join us on the call to provide us more color for those of you who wanted some, so"
359,text,8,36.0,501.11,140.57,511.11,75,585,292,606,I'll turn that over to Jason.
360,text,8,36.0,479.65,109.28,489.65,75,629,227,650,Jason W. Aiken
361,text,8,36.0,468.95,167.84,478.95,75,652,349,673,Executive VP of Technologies
362,text,8,36.0,450.7,551.28,460.7,75,690,1148,711,"Thanks, Phebe. Peter, I think as you'd expect, along with number of GDIT's peers that I'm sure you've heard from, we've been an"
363,text,8,36.0,438.7,564.25,448.7,75,715,1175,736,"active conversation and actively working with the customer to identify opportunities for savings, for increased value and so on from"
364,text,8,36.0,426.7,220.42,436.7,75,740,459,761,the services and the solutions that we provide.
365,text,8,36.0,406.7,569.7,416.7,75,781,1186,802,I think it's important to -- as a reminder that we are not strictly in the consulting business per se. We deliver mission-driven solutions.
366,text,8,36.0,394.7,561.62,404.7,75,806,1170,827,We deliver solutions to the customers' most challenging technology issues. And -- but the fact is we are in the conversation. And as
367,text,8,36.0,382.7,552.71,392.7,75,831,1151,852,"part of that conversation, we are going to partner with our customer, and we are going to find the savings that they're looking for."
368,text,8,36.0,362.7,554.14,372.7,75,873,1154,894,"At this point, the only thing I could comment in terms of what we're seeing in our results is you saw -- you heard about the strong"
369,text,8,36.0,350.7,549.25,360.7,75,898,1144,919,"results in the quarter. First quarter was very strong, not only from a revenue and earnings standpoint but also the order book was"
370,text,8,36.0,338.7,67.94,348.7,75,923,141,944,healthy.
371,text,8,36.0,318.7,562.45,328.7,75,965,1171,986,"So on the one hand, we're seeing a little bit of sluggishness in the solicitation and the proposal and award process. No different than"
372,text,8,36.0,306.7,548.86,316.7,75,990,1143,1011,"the rest of our peers. But we'll have to see how that plays out, how long that sustains and how much of that is just an impact of a"
373,text,8,36.0,294.7,564.02,304.7,75,1015,1175,1036,new administration setting their priorities and no different than any transition we see with the new administration. So a lot still to be
374,text,8,36.0,282.7,571.62,292.7,75,1040,1190,1061,"determined, nothing to change yet. The outlook year remains the same. And I think we'll know a lot more by the midpoint of the year."
375,text,8,36.0,261.24,78.2,271.24,75,1084,162,1105,Operator
376,text,8,36.0,243.48,198.35,253.48,75,1121,413,1142,We'll move next to Jason Gursky at Citi.
377,text,8,36.0,222.02,141.51,232.02,75,1166,294,1187,Jason Michael Gursky
378,text,8,36.0,211.32,180.97,221.32,75,1188,377,1209,"Citigroup Inc., Research Division"
379,text,8,36.0,193.07,569.29,203.07,75,1226,1186,1247,"First question, Phebe. Maybe just get some comments from you and your take on the administration's desire to stand up, I don't know"
380,text,8,36.0,181.07,568.28,191.07,75,1251,1183,1272,office of shipbuilding inside the White House and all the efforts that we're seeing from them on supporting the industrial base here in
381,text,8,36.0,169.07,317.62,179.07,75,1276,661,1297,the United States. I'd just love to get your take on what you're hearing.
382,text,8,36.0,147.61,131.5,157.61,75,1321,273,1342,Phebe N. Novakovic
383,text,8,36.0,136.91,124.31,146.91,75,1343,258,1364,Chairperson & CEO
384,text,8,36.0,118.66,571.16,128.66,75,1381,1189,1402,Yes. So we've been in touch with the office. We're very happy to have the focus on shipbuilding across the enterprise. So we consider
385,text,8,36.0,106.66,572.32,116.66,75,1406,1192,1427,"that all goodness. And we've had productive conversations with multiple elements of the administration, and we're working with them"
386,text,8,36.0,94.66,567.82,104.66,75,1431,1182,1452,"to see, in some cases, how we can accelerate throughput productivity, have been shore up -- how we can shore up the industrial base,"
387,text,8,36.0,82.66,561.76,92.66,75,1456,1170,1477,particularly on the defense side and opportunities for more commercial shipbuilding where they may arise. So I think attention on a
388,text,8,36.0,70.66,222.92,80.66,75,1481,464,1502,subject of national import is always beneficial.
389,text,8,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
390,text,8,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
391,text,8,569.61,29.36,576.0,38.36,1186,1570,1200,1588,8
346,line,8,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
392,text,9,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
394,text,9,36.0,708.04,141.51,718.04,75,154,294,174,Jason Michael Gursky
395,text,9,36.0,697.34,180.97,707.34,75,176,377,197,"Citigroup Inc., Research Division"
396,text,9,36.0,679.09,559.53,689.09,75,214,1165,235,Okay. Great. And then a quick follow-up question would just be on the executive orders that hit last week about the potential for --
397,text,9,36.0,667.09,559.7,677.09,75,239,1166,260,it seems like a rewrite of Federal Acquisition Regulation. I just would love to get your take on this administration's the approach to
398,text,9,36.0,655.09,557.6,665.09,75,264,1161,285,procurement reforms. It seems like every administration comes in and wants to reform how acquisition is done. Just curious if you
399,text,9,36.0,643.09,573.18,653.09,75,289,1194,310,think this one is going to be any different kind of potential opportunities and risks as we go through this process for the industrial base
400,text,9,36.0,631.09,68.21,641.09,75,314,142,335,at large.
401,text,9,36.0,609.63,131.5,619.63,75,359,273,379,Phebe N. Novakovic
402,text,9,36.0,598.93,124.31,608.93,75,381,258,402,Chairperson & CEO
403,text,9,36.0,580.68,549.01,590.68,75,419,1143,440,So I think that acquisition reform is always laudatory and I think the extent to which it needs is understanding what works in the
404,text,9,36.0,568.68,562.99,578.68,75,444,1172,465,acquisition process and what doesn't. So I think that part of the dialogue that we're all having is here's the good things because there
405,text,9,36.0,556.68,559.55,566.68,75,469,1165,490,"are an awful lot of good things within the process. But here are all the impediments, the cost drivers, the elements that tend to slow"
406,text,9,36.0,544.68,570.34,554.68,75,494,1188,515,down or build bureaucracy. So I think that's a -- I think those are good conversations and we've always been supportive of acquisition
407,text,9,36.0,532.68,65.71,542.68,75,519,136,540,reform.
408,text,9,36.0,511.22,78.2,521.22,75,564,162,584,Operator
409,text,9,36.0,493.46,220.0,503.46,75,601,458,621,We'll move next to David Strauss at Barclays.
410,text,9,36.0,472.0,130.37,482.0,75,645,271,666,David Egon Strauss
411,text,9,36.0,461.3,208.19,471.3,75,668,433,688,"Barclays Bank PLC, Research Division"
412,text,9,36.0,443.05,539.35,453.05,75,706,1123,726,"Phebe, has there been any change in kind of the order activity or customer interest? Any noticeable change that you've seen at"
413,text,9,36.0,431.05,379.84,441.05,75,731,791,751,"Gulfstream, post all the tariff announcements in early April, any slowing or anything?"
414,text,9,36.0,409.59,131.5,419.59,75,775,273,796,Phebe N. Novakovic
415,text,9,36.0,398.89,124.31,408.89,75,798,258,818,Chairperson & CEO
416,text,9,36.0,380.64,574.13,390.64,75,836,1196,857,"The pipeline remains good. I'd say everyone is a little bit cautious, figuring out to the extent to which the tariffs will impact any one of"
417,text,9,36.0,368.64,439.02,378.64,75,861,914,882,"their businesses. But the pipeline remains strong across the portfolio of products. So, so far, so good."
418,text,9,36.0,347.18,130.37,357.18,75,905,271,926,David Egon Strauss
419,text,9,36.0,336.48,208.19,346.48,75,928,433,948,"Barclays Bank PLC, Research Division"
420,text,9,36.0,318.23,572.9,328.23,75,966,1193,987,"Okay. And a follow-up on the Marine side. Could you give an update on getting the money, the significant funding that was in the CR"
421,text,9,36.0,306.23,378.97,316.23,75,991,789,1012,under contract and maybe progression on the larger Block VI Virginia-class contract?
422,text,9,36.0,284.77,131.5,294.77,75,1035,273,1056,Phebe N. Novakovic
423,text,9,36.0,274.07,124.31,284.07,75,1058,258,1079,Chairperson & CEO
424,text,9,36.0,255.82,545.38,265.82,75,1096,1136,1117,So we're working with the administration on getting the supplemental funding in the CR under contract. And so we've had very
425,text,9,36.0,243.82,550.25,253.82,75,1121,1146,1142,productive conversations. And we'll continue those. So I don't think it's appropriate to talk any more about that. But to the extent
426,text,9,36.0,231.82,549.97,241.82,75,1146,1145,1167,to which that we get those funds into the shipyards into wages and additional throughput capacity. That's all beneficial in the big
427,text,9,36.0,219.82,381.51,229.82,75,1171,794,1192,conversations that have to happen around Block VI and the second build of Colombia.
428,text,9,36.0,199.82,564.55,209.82,75,1212,1176,1233,"So the Navy intends for those to happen this year. But I think we need a lot of building blocks before we get there, including getting"
429,text,9,36.0,187.82,281.78,197.82,75,1237,587,1258,the supplemental under contract and starting to execute there.
430,text,9,36.0,166.36,78.2,176.36,75,1282,162,1303,Operator
431,text,9,36.0,148.6,263.87,158.6,75,1319,549,1340,"Next, we'll move to Robert Stallard at Vertical Research."
432,text,9,36.0,127.14,132.03,137.14,75,1364,275,1385,Robert Alan Stallard
433,text,9,36.0,116.44,178.93,126.44,75,1386,372,1407,"Vertical Research Partners, LLC"
434,text,9,36.0,98.19,572.18,108.19,75,1424,1192,1445,"Phebe, you said some positive things about the aerospace supply chain that you've experienced in the last couple of months. But I was"
435,text,9,36.0,86.19,511.18,96.19,75,1449,1064,1470,"wondering if in recent weeks, this whole tariff thing has shifted the landscape here, particularly with regard to engines."
436,text,9,36.0,64.73,131.5,74.73,75,1494,273,1515,Phebe N. Novakovic
437,text,9,36.0,54.03,124.31,64.03,75,1516,258,1537,Chairperson & CEO
438,text,9,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
439,text,9,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
440,text,9,569.61,29.36,576.0,38.36,1186,1570,1200,1588,9
393,line,9,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
441,text,10,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
443,text,10,36.0,709.5,575.63,719.5,75,151,1199,171,So let's just be clear about the supply chain. They've made very good progress and -- but the problems are not all behind us. And so we
444,text,10,36.0,697.5,575.01,707.5,75,176,1197,196,"continue to work out of station work and continue to find some issues. I think it's a little soon to tell within the supply chain, the extent"
445,text,10,36.0,685.5,567.14,695.5,75,201,1181,221,"to which we've got real concerns their suppliers have real concerns. I would say that a lot of what we consume, internal consumption"
446,text,10,36.0,673.5,463.45,683.5,75,226,965,246,material has a significant amount of U.S. content. So how all of this plays out is -- remains to be seen here.
447,text,10,36.0,652.04,78.2,662.04,75,270,162,291,Operator
448,text,10,36.0,634.28,241.39,644.28,75,307,502,328,We'll go next to Kristine Liwag at Morgan Stanley.
449,text,10,36.0,612.82,114.81,622.82,75,352,239,373,Kristine T. Liwag
450,text,10,36.0,602.12,191.36,612.12,75,374,398,395,"Morgan Stanley, Research Division"
451,text,10,36.0,583.87,574.41,593.87,75,412,1196,433,"Jason, I want to focus on Technologies a little bit. You mentioned that you're working on savings that you can provide the customer. It"
452,text,10,36.0,571.87,570.27,581.87,75,437,1188,458,seems like the GSA was disappointed with the initial proposals from the industry about cost savings. So can you talk about what's the
453,text,10,36.0,559.87,569.22,569.87,75,462,1185,483,potential size of savings you could provide with the new approach? And if we could seize the potential effect on your revenue stream
454,text,10,36.0,547.87,196.53,557.87,75,487,409,508,"as this materializes, that would be great."
455,text,10,36.0,526.41,109.28,536.41,75,532,227,553,Jason W. Aiken
456,text,10,36.0,515.71,167.84,525.71,75,554,349,575,Executive VP of Technologies
457,text,10,36.0,497.46,564.66,507.46,75,592,1176,613,"Yes. I'm afraid I'm going to give you an answer you're not going to be happy with, Kristine. The point is, as I said, we are in a good,"
458,text,10,36.0,485.46,567.06,495.46,75,617,1181,638,"healthy active discussion with that customer. We are identifying savings. Some of that, as you might imagine, is from a conversation"
459,text,10,36.0,473.46,569.36,483.46,75,642,1186,663,"that's been discussed quite a bit around shifting the fixed price and outcome-based type contracts, which we very much welcome. We"
460,text,10,36.0,461.46,558.02,471.46,75,667,1162,688,have a good healthy portion of that in our backlog and portfolio already. But the fact is it's an ongoing dialogue with the customer.
461,text,10,36.0,449.46,512.88,459.46,75,692,1068,713,And so I think it would be inappropriate to get out ahead of that in a public conversation and get ahead of them on that.
462,text,10,36.0,428.0,114.81,438.0,75,737,239,758,Kristine T. Liwag
463,text,10,36.0,417.3,191.36,427.3,75,759,398,780,"Morgan Stanley, Research Division"
464,text,10,36.0,399.05,568.95,409.05,75,797,1185,818,"Great. And then, Phebe, if I could have a follow-on, on Gulfstream. I mean you now have the G800 certified, and you had previously"
465,text,10,36.0,387.05,561.93,397.05,75,822,1170,843,"had the G700 as well. At this point with the new products for Gulfstream coming out, it looks like there's a little uptick on the older"
466,text,10,36.0,375.05,137.66,385.05,75,847,286,868,G600s coming to market.
467,text,10,36.0,355.05,567.71,365.05,75,889,1182,910,"I know you mentioned that there hasn't been significant change in demand, but I was wondering if you could provide color regarding"
468,text,10,36.0,343.05,543.66,353.05,75,914,1132,935,customer behavior and how the deliveries of these newer jets are affecting the older pieces and how you expect that to play out
469,text,10,36.0,331.05,109.59,341.05,75,939,228,960,regarding pricing?
470,text,10,36.0,309.59,131.5,319.59,75,984,273,1005,Phebe N. Novakovic
471,text,10,36.0,298.89,124.31,308.89,75,1006,258,1027,Chairperson & CEO
472,text,10,36.0,280.64,563.03,290.64,75,1044,1172,1065,"It's interesting, old is relative. So I take your point, but a little bit of humor here. The interest in the 500 and 600 continue to be very"
473,text,10,36.0,268.64,565.1,278.64,75,1069,1177,1090,"strong. Each one has its market segment fulfills different missions. Just so you know, an older airplane again, though from a relative"
474,text,10,36.0,256.64,554.54,266.64,75,1094,1155,1115,"point of view, it's the 650. I think we delivered the last 650s this quarter. So that's kind of a seminal end to really an extraordinary"
475,text,10,36.0,244.64,312.03,254.64,75,1119,650,1140,"airplane, and I would say, a real market changer for the last 15 years."
476,text,10,36.0,224.64,572.27,234.64,75,1161,1192,1182,"So -- but demand remains good. The deliveries are on cadence -- largely on cadence. But again, we still have some perturbations from"
477,text,10,36.0,212.64,560.5,222.64,75,1186,1167,1207,the supply chain. And -- but we'll hopefully get some of those behind us as supply chain or fully recovers. I hope that answers your
478,text,10,36.0,200.64,72.39,210.64,75,1211,150,1232,question.
479,text,10,36.0,179.18,78.2,189.18,75,1255,162,1276,Operator
480,text,10,36.0,161.42,268.05,171.42,75,1292,558,1313,"Next, we'll move to Ken Herbert at RBC Capital Markets."
481,text,10,36.0,139.96,152.04,149.96,75,1337,316,1358,Kenneth George Herbert
482,text,10,36.0,129.26,215.4,139.26,75,1359,448,1380,"RBC Capital Markets, Research Division"
483,text,10,36.0,111.01,564.4,121.01,75,1397,1175,1418,"Nice Gulfstream deliveries in the first quarter, Phebe. It sounds like supply chain is getting better. It sounds like maybe there's some"
484,text,10,36.0,99.01,567.28,109.01,75,1422,1181,1443,"incremental upside to full year expectations, but can you provide any commentary on cadence of deliveries as we think about second"
485,text,10,36.0,87.01,248.71,97.01,75,1447,518,1468,quarter and second half of the year from Gulfstream?
486,text,10,36.0,65.55,131.5,75.55,75,1492,273,1513,Phebe N. Novakovic
487,text,10,36.0,54.85,124.31,64.85,75,1514,258,1535,Chairperson & CEO
488,text,10,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
489,text,10,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
490,text,10,563.22,29.36,576.0,38.36,1173,1570,1200,1588,10
442,line,10,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
491,text,11,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
493,text,11,36.0,709.5,549.23,719.5,75,151,1144,171,"I think pretty consistent. We'll have some mix changes quarter-over-quarter like we typically do, but pretty consistent, and we're"
494,text,11,36.0,697.5,572.32,707.5,75,176,1192,196,"sticking with our with the estimate that we gave you on the last call. As you all know, we never -- I think once in the last 12, 13 years,"
495,text,11,36.0,685.5,570.29,695.5,75,201,1188,221,"have we -- once or twice have we ever updated in the second quarter -- or in the first quarter, we always wait until the second quarter."
496,text,11,36.0,673.5,469.38,683.5,75,226,977,246,So we'll give you more clarity to the extent that there are any changes in the -- in that second quarter update.
497,text,11,36.0,652.04,152.04,662.04,75,270,316,291,Kenneth George Herbert
498,text,11,36.0,641.34,215.4,651.34,75,293,448,313,"RBC Capital Markets, Research Division"
499,text,11,36.0,623.09,518.7,633.09,75,331,1080,351,"Okay. Great. And just as a follow-up, you called out Middle East good order activity there. Are you seeing anything else"
500,text,11,36.0,611.09,518.98,621.09,75,356,1081,376,"geographically, maybe any areas of softness or anything else that sticks out in terms of customer activity on Gulfstream?"
501,text,11,36.0,589.63,131.5,599.63,75,400,273,421,Phebe N. Novakovic
502,text,11,36.0,578.93,124.31,588.93,75,423,258,443,Chairperson & CEO
503,text,11,36.0,560.68,560.64,570.68,75,461,1167,481,"Pretty much consistent with what we've seen recently. The U.S. is strong, and Middle East is strong. So -- so far, I haven't seen any"
504,text,11,36.0,548.68,127.92,558.68,75,486,266,506,systemic changes here.
505,text,11,36.0,527.22,78.2,537.22,75,530,162,551,Operator
506,text,11,36.0,509.46,244.73,519.46,75,567,509,588,We'll move next to Scott Mikus at Melius Research.
507,text,11,36.0,488.0,134.25,498.0,75,612,279,633,Scott Stephen Mikus
508,text,11,36.0,477.3,131.56,487.3,75,634,274,655,Melius Research LLC
509,text,11,36.0,459.05,557.6,469.05,75,672,1161,693,"Phebe, quick question on Marine, General Cotton of U.S. Strategic Command recently stated that the Columbia program of record"
510,text,11,36.0,447.05,541.73,457.05,75,697,1128,718,may need to be increased given today's elevated threat environment. Considering the Navy's fleet of 14 Ohio-class submarines
511,text,11,36.0,435.05,556.07,445.05,75,722,1158,743,"carry 280 SLBMs, but each Colombia is only designed to carry 16 SLBMs. Is there interest from the DoD that you've heard about"
512,text,11,36.0,423.05,407.62,433.05,75,747,849,768,increasing the Columbia program to maintain a 1:1 replacement of SLBM launch capability?
513,text,11,36.0,401.59,131.5,411.59,75,792,273,813,Phebe N. Novakovic
514,text,11,36.0,390.89,124.31,400.89,75,814,258,835,Chairperson & CEO
515,text,11,36.0,372.64,558.82,382.64,75,852,1164,873,"That's an interesting question. That has been a national security question on and off, I'd say, for the last 15 years or so. So I haven't"
516,text,11,36.0,360.64,562.32,370.64,75,877,1171,898,"heard anything new, particularly on that subject, but it is frequently a question that comes up or a subject that comes up in extended"
517,text,11,36.0,348.64,235.15,358.64,75,902,489,923,conversations. So I'm sure it is on people's minds.
518,text,11,36.0,327.18,134.25,337.18,75,947,279,968,Scott Stephen Mikus
519,text,11,36.0,316.48,131.56,326.48,75,969,274,990,Melius Research LLC
520,text,11,36.0,298.23,560.04,308.23,75,1007,1166,1028,"Okay. And then turning to Gulfstream, deliveries were very good this quarter. Were there any customers that tried to accelerate the"
